Bank,Loan_Type,Amount,Interest_Rate,Issue_Date,Tenor_Years,Status,Is_NPA,Region,Amount_Band,Issue_Year,Issue_Month
HSBC,Mortgage,171449.77,6.41,2023-08-23,25,Current,0,Asia,50-200K,2023,8
HSBC,Business Loan,234778.05,10.47,2019-12-19,2,Current,0,Asia,200-500K,2019,12
HSBC,Mortgage,439242.59,5.73,2019-05-10,30,Current,0,UK,200-500K,2019,5
HSBC,Mortgage,435370.42,10.39,2021-06-20,5,Current,0,Europe,200-500K,2021,6
HSBC,Personal Loan,40409.61,6.02,2020-12-01,25,Current,0,US,10-50K,2020,12
HSBC,Business Loan,1904462.28,8.86,2021-06-11,2,Current,0,UK,500K+,2021,6
HSBC,Personal Loan,37561.46,9.82,2021-03-17,1,30-day DPD,0,Europe,10-50K,2021,3
HSBC,Mortgage,381495.58,3.59,2020-05-15,1,Current,0,UK,200-500K,2020,5
HSBC,Mortgage,117659.32,7.3,2022-02-21,1,Current,0,Asia,50-200K,2022,2
HSBC,Auto Loan,23400.26,10.48,2021-05-22,10,Current,0,UK,10-50K,2021,5
HSBC,Auto Loan,20743.14,4.9,2020-02-25,30,Current,0,UK,10-50K,2020,2
HSBC,Mortgage,323381.12,9.09,2023-11-27,10,Current,0,US,200-500K,2023,11
HSBC,Personal Loan,36220.0,4.47,2023-05-21,15,Current,0,Europe,10-50K,2023,5
HSBC,Personal Loan,14592.36,7.66,2020-12-28,30,Current,0,Europe,10-50K,2020,12
HSBC,Business Loan,1568869.26,5.07,2023-06-08,3,Current,0,Europe,500K+,2023,6
HSBC,Mortgage,475381.86,4.95,2020-06-20,2,Current,0,UK,200-500K,2020,6
HSBC,Business Loan,1614703.76,4.21,2023-09-08,1,Current,0,US,500K+,2023,9
HSBC,Business Loan,1692126.36,11.4,2021-06-04,30,Current,0,US,500K+,2021,6
HSBC,Personal Loan,44075.61,11.87,2023-05-02,15,Current,0,UK,10-50K,2023,5
HSBC,Mortgage,255657.28,12.13,2022-06-13,10,Current,0,UK,200-500K,2022,6
HSBC,Personal Loan,26921.68,6.84,2023-01-12,25,Current,0,Europe,10-50K,2023,1
HSBC,Business Loan,726709.36,6.79,2019-01-30,2,Current,0,US,500K+,2019,1
HSBC,Personal Loan,21344.88,7.01,2023-05-06,30,60-day DPD,0,Europe,10-50K,2023,5
HSBC,Business Loan,1174779.96,7.55,2021-12-20,5,Current,0,Europe,500K+,2021,12
HSBC,Business Loan,538256.44,9.87,2019-12-29,1,Current,0,UK,500K+,2019,12
HSBC,Business Loan,1103136.34,8.53,2023-05-28,15,Current,0,Europe,500K+,2023,5
HSBC,Mortgage,151573.87,3.99,2023-06-17,3,Current,0,UK,50-200K,2023,6
HSBC,Business Loan,255757.81,8.41,2020-04-07,15,Current,0,Asia,200-500K,2020,4
HSBC,Business Loan,1061282.54,10.31,2020-01-21,20,Current,0,US,500K+,2020,1
HSBC,Business Loan,140500.98,9.32,2019-02-25,5,Current,0,US,50-200K,2019,2
HSBC,Mortgage,192437.02,5.06,2020-11-01,25,Current,0,UK,50-200K,2020,11
HSBC,Auto Loan,56254.31,10.96,2023-07-21,25,Current,0,UK,50-200K,2023,7
HSBC,Mortgage,380867.14,5.29,2023-10-10,5,Current,0,US,200-500K,2023,10
HSBC,Personal Loan,11400.44,7.74,2022-07-31,25,Current,0,UK,10-50K,2022,7
HSBC,Personal Loan,8858.61,4.1,2023-07-13,5,Current,0,UK,<10K,2023,7
HSBC,Personal Loan,6611.49,7.77,2023-10-20,5,Current,0,Europe,<10K,2023,10
HSBC,Business Loan,1050622.11,4.02,2023-07-20,2,Current,0,UK,500K+,2023,7
HSBC,Mortgage,103253.11,12.45,2021-02-19,30,Current,0,Asia,50-200K,2021,2
HSBC,Auto Loan,32950.38,9.74,2023-09-16,20,Current,0,Europe,10-50K,2023,9
HSBC,Personal Loan,13764.65,11.56,2020-09-13,15,Current,0,Asia,10-50K,2020,9
HSBC,Credit Card,10365.36,6.78,2020-05-22,10,Written Off,1,UK,10-50K,2020,5
HSBC,Auto Loan,53098.66,11.26,2022-01-07,30,Current,0,US,50-200K,2022,1
HSBC,Credit Card,21823.91,10.61,2023-11-06,5,Current,0,Europe,10-50K,2023,11
HSBC,Business Loan,985328.18,7.3,2023-11-01,20,Current,0,Asia,500K+,2023,11
HSBC,Credit Card,18945.28,12.06,2023-03-15,2,Current,0,Asia,10-50K,2023,3
HSBC,Mortgage,361251.78,4.85,2021-10-27,25,60-day DPD,0,Europe,200-500K,2021,10
HSBC,Mortgage,280242.52,3.86,2019-08-17,1,Current,0,Europe,200-500K,2019,8
HSBC,Auto Loan,33825.83,9.65,2023-10-16,1,Current,0,Europe,10-50K,2023,10
HSBC,Mortgage,168361.26,5.0,2022-02-10,15,90+ DPD,1,UK,50-200K,2022,2
HSBC,Credit Card,7248.31,4.17,2020-12-12,3,Current,0,Asia,<10K,2020,12
HSBC,Personal Loan,39793.67,9.93,2022-05-05,5,Current,0,Asia,10-50K,2022,5
HSBC,Auto Loan,56381.99,10.86,2022-10-11,1,Current,0,US,50-200K,2022,10
HSBC,Mortgage,174265.3,6.46,2020-07-10,1,Current,0,Asia,50-200K,2020,7
HSBC,Personal Loan,22714.99,4.12,2021-06-24,15,Current,0,US,10-50K,2021,6
HSBC,Mortgage,483600.82,11.85,2019-09-04,15,Current,0,UK,200-500K,2019,9
HSBC,Mortgage,350101.22,4.47,2021-09-14,2,Current,0,US,200-500K,2021,9
HSBC,Personal Loan,33262.38,7.41,2020-10-02,30,Current,0,UK,10-50K,2020,10
HSBC,Personal Loan,34435.94,4.88,2022-03-31,3,Current,0,Asia,10-50K,2022,3
HSBC,Business Loan,1330564.11,6.7,2021-11-17,5,Current,0,Asia,500K+,2021,11
HSBC,Credit Card,17950.0,5.9,2022-12-20,10,Current,0,Middle East,10-50K,2022,12
HSBC,Business Loan,1175200.52,5.33,2020-05-19,10,Current,0,Asia,500K+,2020,5
HSBC,Business Loan,956741.58,5.88,2019-03-24,25,Current,0,Europe,500K+,2019,3
HSBC,Credit Card,20009.14,8.13,2023-07-21,3,Current,0,UK,10-50K,2023,7
HSBC,Business Loan,1185380.48,4.38,2019-06-16,3,Current,0,UK,500K+,2019,6
HSBC,Personal Loan,26034.97,6.54,2020-04-23,1,Current,0,US,10-50K,2020,4
HSBC,Business Loan,698639.47,4.71,2022-03-25,20,Current,0,Europe,500K+,2022,3
HSBC,Business Loan,451535.46,6.51,2022-08-29,1,Current,0,Middle East,200-500K,2022,8
HSBC,Credit Card,7808.24,4.04,2022-11-25,1,Current,0,Asia,<10K,2022,11
HSBC,Mortgage,130748.73,4.46,2023-09-21,25,Current,0,US,50-200K,2023,9
HSBC,Personal Loan,36571.21,9.15,2022-02-24,25,90+ DPD,1,Europe,10-50K,2022,2
HSBC,Mortgage,151809.9,9.2,2021-10-07,15,Current,0,UK,50-200K,2021,10
HSBC,Mortgage,451692.37,4.42,2021-07-18,30,Current,0,Europe,200-500K,2021,7
HSBC,Business Loan,175515.07,6.47,2021-05-21,5,Current,0,UK,50-200K,2021,5
HSBC,Auto Loan,58301.97,10.02,2020-04-04,25,Current,0,US,50-200K,2020,4
HSBC,Auto Loan,40868.61,3.81,2020-03-09,2,Current,0,US,10-50K,2020,3
HSBC,Business Loan,1169274.27,4.0,2021-10-18,1,Current,0,Europe,500K+,2021,10
HSBC,Credit Card,1967.45,8.41,2022-10-11,2,Current,0,US,<10K,2022,10
HSBC,Personal Loan,5671.08,6.16,2022-12-31,25,Current,0,UK,<10K,2022,12
HSBC,Mortgage,401154.69,12.06,2022-05-05,15,Current,0,Asia,200-500K,2022,5
HSBC,Auto Loan,53982.94,3.88,2020-12-03,3,Current,0,Asia,50-200K,2020,12
HSBC,Business Loan,397629.52,6.11,2022-02-26,2,Current,0,Middle East,200-500K,2022,2
HSBC,Personal Loan,42916.97,8.7,2020-06-07,1,Current,0,Asia,10-50K,2020,6
HSBC,Auto Loan,41097.39,12.11,2022-08-16,2,Current,0,Asia,10-50K,2022,8
HSBC,Business Loan,986707.59,12.07,2020-11-20,10,Current,0,UK,500K+,2020,11
HSBC,Personal Loan,16152.59,4.16,2020-01-15,20,Current,0,US,10-50K,2020,1
HSBC,Mortgage,487581.59,5.48,2021-08-27,1,Current,0,UK,200-500K,2021,8
HSBC,Mortgage,237894.1,11.07,2022-12-19,10,Current,0,Asia,200-500K,2022,12
HSBC,Business Loan,919627.04,11.28,2022-02-04,30,Current,0,Europe,500K+,2022,2
HSBC,Personal Loan,45003.74,9.75,2021-06-21,3,Current,0,UK,10-50K,2021,6
HSBC,Personal Loan,18527.2,9.91,2019-05-01,15,Current,0,Asia,10-50K,2019,5
HSBC,Auto Loan,53509.04,10.81,2022-05-05,15,Current,0,US,50-200K,2022,5
HSBC,Business Loan,1255034.11,4.81,2021-05-29,10,Current,0,US,500K+,2021,5
HSBC,Business Loan,544931.25,4.37,2020-09-28,15,Current,0,UK,500K+,2020,9
HSBC,Mortgage,160945.52,9.17,2023-01-04,3,Current,0,US,50-200K,2023,1
HSBC,Business Loan,168679.11,8.62,2021-07-26,5,Current,0,UK,50-200K,2021,7
HSBC,Personal Loan,28884.97,6.76,2020-06-22,2,Current,0,US,10-50K,2020,6
HSBC,Business Loan,1693924.86,8.98,2019-02-02,30,Current,0,Europe,500K+,2019,2
HSBC,Mortgage,190459.7,9.01,2022-10-17,20,Current,0,Europe,50-200K,2022,10
HSBC,Mortgage,232773.2,3.88,2019-08-10,2,Current,0,UK,200-500K,2019,8
HSBC,Business Loan,1697245.81,9.26,2023-05-16,30,Current,0,UK,500K+,2023,5
HSBC,Credit Card,1468.41,5.42,2022-01-14,20,Current,0,Middle East,<10K,2022,1
HSBC,Personal Loan,18982.36,5.73,2020-06-19,30,Current,0,UK,10-50K,2020,6
HSBC,Mortgage,106407.82,3.55,2022-05-19,10,Current,0,Asia,50-200K,2022,5
HSBC,Mortgage,484119.58,11.8,2022-11-18,5,60-day DPD,0,UK,200-500K,2022,11
HSBC,Mortgage,375476.25,10.75,2019-03-22,30,Current,0,UK,200-500K,2019,3
HSBC,Mortgage,494153.26,12.23,2023-09-18,30,Current,0,UK,200-500K,2023,9
HSBC,Credit Card,6568.09,6.4,2020-02-05,5,Current,0,Europe,<10K,2020,2
HSBC,Auto Loan,9331.76,4.7,2020-03-31,30,Current,0,Asia,<10K,2020,3
HSBC,Business Loan,667863.82,9.68,2019-11-02,15,Current,0,UK,500K+,2019,11
HSBC,Business Loan,1458907.92,7.3,2022-08-21,25,Current,0,Europe,500K+,2022,8
HSBC,Business Loan,1154229.23,10.49,2019-09-25,3,Current,0,US,500K+,2019,9
HSBC,Personal Loan,12537.94,11.27,2020-09-19,10,Current,0,UK,10-50K,2020,9
HSBC,Mortgage,320439.9,5.53,2020-09-09,1,Current,0,Middle East,200-500K,2020,9
HSBC,Auto Loan,36556.59,4.88,2022-12-12,10,Current,0,Europe,10-50K,2022,12
HSBC,Mortgage,247172.84,10.45,2023-09-01,25,Current,0,UK,200-500K,2023,9
HSBC,Personal Loan,49202.74,8.55,2023-03-19,15,Current,0,UK,10-50K,2023,3
HSBC,Credit Card,6555.6,4.02,2022-04-29,5,Current,0,UK,<10K,2022,4
HSBC,Personal Loan,20494.15,12.38,2019-01-20,15,Current,0,US,10-50K,2019,1
HSBC,Business Loan,945922.01,12.02,2021-12-10,15,Current,0,US,500K+,2021,12
HSBC,Business Loan,960806.63,10.25,2019-09-15,30,Current,0,UK,500K+,2019,9
HSBC,Mortgage,495973.11,8.94,2022-08-22,3,Current,0,Europe,200-500K,2022,8
HSBC,Auto Loan,21627.32,7.34,2023-05-30,25,Current,0,US,10-50K,2023,5
HSBC,Auto Loan,28968.57,8.68,2023-05-19,20,Current,0,US,10-50K,2023,5
HSBC,Auto Loan,23758.08,11.83,2019-01-24,25,Current,0,US,10-50K,2019,1
HSBC,Mortgage,360007.5,6.92,2021-10-28,25,Current,0,UK,200-500K,2021,10
JPMorgan Chase,Mortgage,191827.75,8.12,2023-11-13,20,Current,0,UK,50-200K,2023,11
JPMorgan Chase,Business Loan,603085.73,7.87,2021-06-23,10,Current,0,US,500K+,2021,6
JPMorgan Chase,Business Loan,1180636.74,11.32,2023-11-30,3,Current,0,Middle East,500K+,2023,11
JPMorgan Chase,Business Loan,544775.79,10.57,2019-08-09,15,Current,0,US,500K+,2019,8
JPMorgan Chase,Personal Loan,42646.5,4.39,2020-12-24,20,Current,0,Europe,10-50K,2020,12
JPMorgan Chase,Personal Loan,11243.11,12.22,2022-03-03,3,Current,0,UK,10-50K,2022,3
JPMorgan Chase,Credit Card,13721.67,11.19,2022-08-11,15,Current,0,US,10-50K,2022,8
JPMorgan Chase,Auto Loan,38940.2,8.63,2023-05-18,1,Current,0,UK,10-50K,2023,5
JPMorgan Chase,Mortgage,356669.8,10.2,2021-06-19,10,Current,0,UK,200-500K,2021,6
JPMorgan Chase,Personal Loan,39512.78,5.48,2020-05-05,10,Current,0,US,10-50K,2020,5
JPMorgan Chase,Mortgage,277823.07,11.37,2019-08-26,30,Current,0,Middle East,200-500K,2019,8
JPMorgan Chase,Personal Loan,48690.8,10.52,2020-04-14,3,Current,0,US,10-50K,2020,4
JPMorgan Chase,Auto Loan,31605.09,11.59,2022-06-14,2,30-day DPD,0,UK,10-50K,2022,6
JPMorgan Chase,Credit Card,6649.11,8.74,2022-01-05,5,Current,0,Europe,<10K,2022,1
JPMorgan Chase,Business Loan,1611182.29,8.04,2020-01-26,5,Current,0,UK,500K+,2020,1
JPMorgan Chase,Business Loan,150109.35,7.46,2021-01-14,25,Current,0,UK,50-200K,2021,1
JPMorgan Chase,Credit Card,12753.23,4.14,2019-03-03,25,Current,0,Europe,10-50K,2019,3
JPMorgan Chase,Business Loan,133908.82,8.35,2020-11-09,3,Current,0,UK,50-200K,2020,11
JPMorgan Chase,Personal Loan,10665.02,4.09,2022-09-25,1,Current,0,UK,10-50K,2022,9
JPMorgan Chase,Mortgage,382910.59,5.71,2021-10-14,10,Written Off,1,Middle East,200-500K,2021,10
JPMorgan Chase,Business Loan,1065726.62,11.86,2020-12-09,1,Current,0,Asia,500K+,2020,12
JPMorgan Chase,Mortgage,262294.03,8.86,2022-09-08,3,Current,0,Europe,200-500K,2022,9
JPMorgan Chase,Personal Loan,23977.01,11.21,2021-02-07,1,Current,0,UK,10-50K,2021,2
JPMorgan Chase,Mortgage,479308.55,6.02,2019-07-08,10,Written Off,1,US,200-500K,2019,7
JPMorgan Chase,Business Loan,595785.39,7.45,2019-11-10,3,Current,0,Europe,500K+,2019,11
JPMorgan Chase,Business Loan,760783.63,6.33,2022-07-08,5,Current,0,UK,500K+,2022,7
JPMorgan Chase,Personal Loan,32967.02,6.48,2022-11-28,20,Current,0,Asia,10-50K,2022,11
JPMorgan Chase,Mortgage,287763.0,7.72,2023-04-01,5,Current,0,US,200-500K,2023,4
JPMorgan Chase,Mortgage,445604.89,5.68,2019-11-10,10,Current,0,UK,200-500K,2019,11
JPMorgan Chase,Credit Card,21594.04,5.52,2022-03-09,3,Current,0,Asia,10-50K,2022,3
JPMorgan Chase,Mortgage,498406.68,4.05,2020-02-08,25,Current,0,UK,200-500K,2020,2
JPMorgan Chase,Business Loan,415889.74,8.24,2019-05-25,15,Current,0,UK,200-500K,2019,5
JPMorgan Chase,Business Loan,1587663.41,8.48,2020-09-18,5,Current,0,Europe,500K+,2020,9
JPMorgan Chase,Personal Loan,23244.33,12.02,2023-04-23,20,Current,0,US,10-50K,2023,4
JPMorgan Chase,Personal Loan,10216.0,12.14,2021-02-17,1,Current,0,Europe,10-50K,2021,2
JPMorgan Chase,Mortgage,144718.95,6.16,2019-06-26,30,Current,0,Asia,50-200K,2019,6
JPMorgan Chase,Business Loan,1997643.18,4.1,2020-01-27,1,Current,0,Asia,500K+,2020,1
JPMorgan Chase,Auto Loan,18650.79,6.39,2022-10-08,10,Current,0,US,10-50K,2022,10
JPMorgan Chase,Personal Loan,16731.36,10.3,2020-09-24,2,Current,0,UK,10-50K,2020,9
JPMorgan Chase,Mortgage,435431.35,6.3,2019-03-18,20,Current,0,UK,200-500K,2019,3
JPMorgan Chase,Credit Card,24495.42,10.88,2019-09-14,30,Current,0,US,10-50K,2019,9
JPMorgan Chase,Personal Loan,29306.7,6.26,2023-01-21,25,90+ DPD,1,US,10-50K,2023,1
JPMorgan Chase,Credit Card,3906.84,9.12,2021-08-17,30,90+ DPD,1,Asia,<10K,2021,8
JPMorgan Chase,Business Loan,971466.84,4.72,2020-12-03,25,Current,0,UK,500K+,2020,12
JPMorgan Chase,Auto Loan,58567.34,3.68,2019-06-14,30,Current,0,UK,50-200K,2019,6
JPMorgan Chase,Mortgage,484370.65,9.17,2019-01-31,20,Current,0,UK,200-500K,2019,1
JPMorgan Chase,Mortgage,287649.97,11.36,2019-07-21,3,30-day DPD,0,Asia,200-500K,2019,7
JPMorgan Chase,Mortgage,278612.09,3.9,2023-02-14,3,Current,0,US,200-500K,2023,2
JPMorgan Chase,Business Loan,1084741.94,8.64,2021-01-13,25,Current,0,Middle East,500K+,2021,1
JPMorgan Chase,Personal Loan,27627.88,9.7,2020-09-15,30,Current,0,Middle East,10-50K,2020,9
JPMorgan Chase,Business Loan,64871.95,10.32,2019-05-05,10,Current,0,US,50-200K,2019,5
JPMorgan Chase,Auto Loan,28220.2,8.16,2020-06-23,30,Current,0,UK,10-50K,2020,6
JPMorgan Chase,Auto Loan,27925.38,4.75,2019-01-14,25,Current,0,UK,10-50K,2019,1
JPMorgan Chase,Auto Loan,16895.58,12.22,2022-04-17,1,Current,0,US,10-50K,2022,4
JPMorgan Chase,Credit Card,14011.02,7.56,2021-10-18,25,Current,0,US,10-50K,2021,10
JPMorgan Chase,Mortgage,267313.1,11.25,2023-03-01,30,Current,0,US,200-500K,2023,3
JPMorgan Chase,Personal Loan,35986.05,4.09,2020-02-29,25,Current,0,UK,10-50K,2020,2
JPMorgan Chase,Mortgage,370494.45,9.68,2019-02-01,30,Current,0,US,200-500K,2019,2
JPMorgan Chase,Credit Card,5015.28,9.69,2022-05-30,2,Current,0,UK,<10K,2022,5
JPMorgan Chase,Personal Loan,16572.25,10.79,2022-01-21,20,Current,0,US,10-50K,2022,1
JPMorgan Chase,Credit Card,1502.68,6.52,2022-03-21,25,Current,0,US,<10K,2022,3
JPMorgan Chase,Mortgage,442835.13,4.83,2019-12-30,25,Current,0,US,200-500K,2019,12
JPMorgan Chase,Business Loan,703165.75,9.46,2022-11-17,20,Current,0,UK,500K+,2022,11
JPMorgan Chase,Mortgage,132268.05,10.07,2020-09-30,25,Current,0,US,50-200K,2020,9
JPMorgan Chase,Auto Loan,48325.93,10.39,2020-08-15,1,Current,0,Asia,10-50K,2020,8
JPMorgan Chase,Credit Card,8915.82,6.15,2021-04-20,1,Current,0,UK,<10K,2021,4
JPMorgan Chase,Mortgage,392904.46,10.82,2022-12-15,25,Current,0,Europe,200-500K,2022,12
JPMorgan Chase,Mortgage,133742.84,4.4,2022-04-09,15,Current,0,UK,50-200K,2022,4
JPMorgan Chase,Business Loan,249814.42,7.67,2023-11-26,5,Current,0,Europe,200-500K,2023,11
JPMorgan Chase,Business Loan,1034380.34,10.53,2021-01-18,2,Current,0,UK,500K+,2021,1
JPMorgan Chase,Credit Card,23513.24,3.52,2022-01-20,3,Current,0,Europe,10-50K,2022,1
JPMorgan Chase,Business Loan,1446843.03,7.47,2019-09-04,5,Current,0,Europe,500K+,2019,9
JPMorgan Chase,Auto Loan,35946.13,7.51,2019-11-10,15,Current,0,UK,10-50K,2019,11
JPMorgan Chase,Credit Card,2603.55,5.43,2020-06-15,10,Written Off,1,US,<10K,2020,6
JPMorgan Chase,Mortgage,244979.25,12.47,2023-06-03,30,Current,0,Europe,200-500K,2023,6
JPMorgan Chase,Mortgage,436702.52,11.07,2021-11-06,10,Current,0,Europe,200-500K,2021,11
JPMorgan Chase,Personal Loan,40201.0,9.85,2023-03-02,15,Current,0,UK,10-50K,2023,3
JPMorgan Chase,Business Loan,1050432.97,10.57,2022-06-10,10,Current,0,UK,500K+,2022,6
JPMorgan Chase,Mortgage,123567.86,11.53,2022-01-19,30,Current,0,UK,50-200K,2022,1
JPMorgan Chase,Mortgage,140138.52,9.38,2020-04-21,5,Current,0,US,50-200K,2020,4
JPMorgan Chase,Mortgage,356308.47,6.24,2020-06-29,5,Current,0,UK,200-500K,2020,6
JPMorgan Chase,Business Loan,1389799.35,9.6,2022-05-23,20,Current,0,US,500K+,2022,5
JPMorgan Chase,Credit Card,9143.3,7.46,2023-11-18,2,Current,0,UK,<10K,2023,11
JPMorgan Chase,Business Loan,1846696.16,5.71,2020-12-10,15,Current,0,US,500K+,2020,12
JPMorgan Chase,Credit Card,21834.37,8.97,2021-09-27,1,Current,0,US,10-50K,2021,9
JPMorgan Chase,Credit Card,14075.21,7.64,2019-09-30,15,Current,0,UK,10-50K,2019,9
JPMorgan Chase,Personal Loan,34492.76,11.97,2020-03-06,30,Current,0,Europe,10-50K,2020,3
JPMorgan Chase,Mortgage,443674.5,11.81,2021-07-28,20,Current,0,Asia,200-500K,2021,7
JPMorgan Chase,Personal Loan,10058.94,12.15,2021-06-07,3,Current,0,UK,10-50K,2021,6
JPMorgan Chase,Mortgage,499336.89,3.67,2019-01-11,10,Current,0,Europe,200-500K,2019,1
JPMorgan Chase,Mortgage,301783.68,6.58,2020-08-19,30,Current,0,US,200-500K,2020,8
JPMorgan Chase,Mortgage,395829.09,10.6,2021-09-21,2,Current,0,US,200-500K,2021,9
JPMorgan Chase,Auto Loan,53394.83,6.4,2022-06-02,2,Current,0,Europe,50-200K,2022,6
JPMorgan Chase,Credit Card,20520.75,9.12,2021-08-31,1,Current,0,US,10-50K,2021,8
JPMorgan Chase,Personal Loan,41188.76,10.63,2021-11-18,25,Current,0,UK,10-50K,2021,11
JPMorgan Chase,Business Loan,1910952.34,6.9,2021-01-30,10,Current,0,US,500K+,2021,1
JPMorgan Chase,Mortgage,415598.49,8.68,2023-06-25,30,Current,0,US,200-500K,2023,6
JPMorgan Chase,Credit Card,19513.17,12.26,2020-02-20,5,Current,0,Middle East,10-50K,2020,2
JPMorgan Chase,Credit Card,24302.74,9.62,2021-03-12,15,Current,0,Asia,10-50K,2021,3
JPMorgan Chase,Mortgage,454085.73,6.14,2020-12-26,15,Current,0,US,200-500K,2020,12
JPMorgan Chase,Mortgage,310701.66,9.82,2019-08-31,3,Current,0,Middle East,200-500K,2019,8
JPMorgan Chase,Business Loan,1267470.58,12.18,2021-09-17,15,Current,0,Asia,500K+,2021,9
JPMorgan Chase,Business Loan,359670.19,11.31,2019-03-23,2,Current,0,US,200-500K,2019,3
JPMorgan Chase,Mortgage,351371.09,11.85,2022-01-22,20,Current,0,UK,200-500K,2022,1
JPMorgan Chase,Mortgage,440276.46,4.06,2022-11-24,20,Current,0,Europe,200-500K,2022,11
JPMorgan Chase,Mortgage,366678.64,11.07,2021-02-16,5,Current,0,Asia,200-500K,2021,2
JPMorgan Chase,Business Loan,1624349.65,10.84,2022-10-29,15,Current,0,Asia,500K+,2022,10
JPMorgan Chase,Business Loan,1061974.52,4.64,2023-12-10,1,Current,0,US,500K+,2023,12
JPMorgan Chase,Business Loan,1747625.98,3.7,2020-04-01,5,Current,0,Asia,500K+,2020,4
JPMorgan Chase,Business Loan,1078199.16,3.7,2021-06-30,2,Current,0,UK,500K+,2021,6
JPMorgan Chase,Auto Loan,25386.18,4.47,2020-09-15,2,Current,0,Asia,10-50K,2020,9
JPMorgan Chase,Personal Loan,45106.09,10.88,2022-07-03,30,Current,0,UK,10-50K,2022,7
JPMorgan Chase,Business Loan,1559024.64,4.26,2019-01-11,1,Current,0,UK,500K+,2019,1
JPMorgan Chase,Mortgage,163373.74,6.88,2023-10-28,25,Current,0,Asia,50-200K,2023,10
JPMorgan Chase,Personal Loan,39596.74,6.96,2020-11-16,10,Current,0,US,10-50K,2020,11
JPMorgan Chase,Business Loan,892603.44,4.37,2019-06-13,2,Current,0,UK,500K+,2019,6
JPMorgan Chase,Business Loan,1560374.65,9.39,2022-12-15,2,Current,0,UK,500K+,2022,12
JPMorgan Chase,Credit Card,3600.92,12.29,2021-05-20,20,Current,0,US,<10K,2021,5
JPMorgan Chase,Credit Card,21727.63,4.65,2023-03-23,15,Current,0,Middle East,10-50K,2023,3
JPMorgan Chase,Mortgage,169321.96,7.57,2021-03-08,15,Current,0,US,50-200K,2021,3
JPMorgan Chase,Business Loan,356294.95,10.31,2023-09-03,1,Current,0,Middle East,200-500K,2023,9
JPMorgan Chase,Credit Card,21666.88,8.84,2022-06-20,3,Current,0,US,10-50K,2022,6
JPMorgan Chase,Business Loan,1483694.75,10.76,2020-09-12,30,Current,0,US,500K+,2020,9
JPMorgan Chase,Mortgage,180803.05,10.0,2023-11-05,2,Current,0,US,50-200K,2023,11
JPMorgan Chase,Mortgage,187609.62,12.37,2019-08-03,25,Current,0,Asia,50-200K,2019,8
JPMorgan Chase,Personal Loan,24205.68,8.89,2021-10-09,25,Current,0,Middle East,10-50K,2021,10
JPMorgan Chase,Auto Loan,23622.25,4.46,2019-04-17,10,Current,0,UK,10-50K,2019,4
JPMorgan Chase,Auto Loan,20228.51,9.85,2022-10-27,30,Current,0,UK,10-50K,2022,10
JPMorgan Chase,Mortgage,234528.52,5.38,2023-11-20,5,Current,0,US,200-500K,2023,11
JPMorgan Chase,Auto Loan,52501.63,8.38,2023-10-19,2,Current,0,UK,50-200K,2023,10
JPMorgan Chase,Personal Loan,31966.44,11.56,2019-02-13,10,Current,0,Europe,10-50K,2019,2
JPMorgan Chase,Personal Loan,25950.8,7.07,2020-11-04,2,Current,0,Europe,10-50K,2020,11
JPMorgan Chase,Business Loan,1877975.68,8.05,2022-07-18,2,Current,0,UK,500K+,2022,7
JPMorgan Chase,Credit Card,20779.64,6.67,2019-12-15,3,Current,0,UK,10-50K,2019,12
JPMorgan Chase,Business Loan,560195.77,4.94,2020-07-03,25,Current,0,US,500K+,2020,7
JPMorgan Chase,Auto Loan,48758.91,7.39,2019-07-30,25,30-day DPD,0,UK,10-50K,2019,7
JPMorgan Chase,Credit Card,3658.88,11.62,2022-04-11,2,60-day DPD,0,US,<10K,2022,4
JPMorgan Chase,Mortgage,316658.44,3.69,2023-11-02,15,Current,0,UK,200-500K,2023,11
JPMorgan Chase,Mortgage,311882.66,9.15,2019-04-27,30,Current,0,UK,200-500K,2019,4
JPMorgan Chase,Personal Loan,39798.26,4.25,2023-03-22,3,Current,0,Middle East,10-50K,2023,3
JPMorgan Chase,Auto Loan,44731.39,11.94,2019-04-24,25,Current,0,Europe,10-50K,2019,4
JPMorgan Chase,Mortgage,313730.81,3.6,2023-05-09,1,Current,0,US,200-500K,2023,5
JPMorgan Chase,Business Loan,1588722.27,7.34,2021-02-28,15,Current,0,Europe,500K+,2021,2
JPMorgan Chase,Personal Loan,15691.83,6.81,2019-10-02,1,Current,0,Asia,10-50K,2019,10
JPMorgan Chase,Personal Loan,12322.74,6.1,2021-10-03,10,Current,0,Middle East,10-50K,2021,10
JPMorgan Chase,Business Loan,632435.67,5.09,2019-02-15,2,Current,0,UK,500K+,2019,2
JPMorgan Chase,Personal Loan,13292.58,6.24,2022-08-04,10,Current,0,US,10-50K,2022,8
JPMorgan Chase,Personal Loan,26703.44,10.32,2022-09-08,30,Current,0,Asia,10-50K,2022,9
JPMorgan Chase,Business Loan,373711.65,9.0,2020-01-17,30,Current,0,Europe,200-500K,2020,1
JPMorgan Chase,Business Loan,1628436.87,7.96,2021-07-06,30,Current,0,Europe,500K+,2021,7
JPMorgan Chase,Mortgage,258587.77,10.07,2021-12-22,3,Current,0,UK,200-500K,2021,12
